startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-6058,DesignX,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-6062,Skippi Ice Pops,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-6065,K2 Learning,Education & EdTech,EdTech,K-12
st-c-6080,SnackAmor,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-6099,Induz,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-6102,Khoya,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6107,Evolve,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-6108,Footprints Childcare,Personal Services,Support & Care Solutions,Childcare & Babysitting
st-c-6111,Trust Fintech,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6135,Sturmfrei Hospitality,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-6136,Entrackr,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6144,Fitspire,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6155,Onlygood,Textiles & Apparel,Manufacturing & Supply Chain Innovation,Quality Control Technology
st-c-6158,Plugzmart,Automotive & Components,Automotive Technology,EV Charging Infrastructure
st-c-6166,Gibss,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-6170,Atlanta Healthcare,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Providers & Services,Home Healthcare Services
st-c-6174,ENpower,Education & EdTech,Vocational & Skills Training,Corporate Training
st-c-6200,Ashnni Motors,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-6215,OpiGo,Financial Services & FinTech,Investment & Wealth Tech,Stock Trading Apps
st-c-6228,COOX,Food & Beverage,Restaurant & Food Service,Culinary Education & Training
st-c-6236,Viraa Care,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Virtual Health Assistants
st-c-6257,Budy,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-6263,EventBeep,Education & EdTech,Vocational & Skills Training,Industry-Specific Training
st-c-6272,Foodcloud,Food & Beverage,Food & Beverage Technology,Food Analytics & AI
st-c-6273,Tidy Up,Consumer Goods & Services,Household Products,Home Organization & Storage
st-c-6277,Zeme Fresh,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Apps & Mobile Health
st-c-6278,Xolopak,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6285,WAAYU,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-6294,Voosh Software technologies,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-6297,Beanly,Food & Beverage,Beverages,Specialty Coffee & Tea
st-c-6310,Pneucons,Manufacturing & Industry 4.0,Electrical & Electronic Equipment,Motors & Generators
st-c-6311,Crepdog Crew,Textiles & Apparel,Apparel Brands & Retail,Inclusive Size & Adaptive Clothing
st-c-6312,InnoServ Digital,Retail & Digital Commerce,E-commerce,Direct-to-Consumer (D2C) Brands
st-c-6316,Jivi AI,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,AI Diagnostics
st-c-6318,PetStrong,Personal Services,Support & Care Solutions,Pet Care & Grooming
st-c-6323,Xigma Games,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-6325,FlavingredProducts,Food & Beverage,Food Products & Processing,Organic & Natural Foods
st-c-6333,A47.in,Textiles & Apparel,Apparel Brands & Retail,Heritage & Artisanal Fashion
st-c-6336,Punt Partners,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6341,Local All Natural Soda,Food & Beverage,Food Products & Processing,Organic & Natural Foods
st-c-6343,Massive Mobility,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-6351,BlackCarrot,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6365,Mr Button,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-6372,mHealth.ai,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-6379,Premier India Football Academy,Education & EdTech,Supplementary Education,Tutoring & Coaching
st-c-6392,FELICITY GAMES,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-6396,LIGHTFURY GAMES,Entertainment & Media,Gaming & Interactive Media,Gaming Hardware & Accessories
st-c-6398,NURTUREV,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6438,SAARTHI.AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6517,SUPERCRAFT,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6522,NAXATRA LABS,Automotive & Components,Automotive Technology,Alternative Fuel Systems
st-c-6534,THE SIGNAL,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6557,BASIL,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-6564,WIINGY,Education & EdTech,Supplementary Education,Tutoring & Coaching
st-c-6579,JEWELBOX,Professional & Business Services,Office & Facilities Management,Corporate Gifting
st-c-6581,ROCK PAPER RUM,Food & Beverage,Beverages,Craft Beverages
st-c-6588,THE PLATED PROJECT,Food & Beverage,Food Products & Processing,Ready-to-eat/Ready-to-cook
st-c-6589,GET-A-WAY,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Virtual Health Assistants
st-c-6591,PORTKEY.AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-6617,RAPTEE HV,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-6638,ELECTRON LABS,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-6644,SAVESAGE CLUB,Energy & Utilities,Oil & Gas,Fuel Refining & Processing
st-c-6645,CELEBRITY SCHOOL,Education & EdTech,Education Support Services,Educational Consulting
st-c-6656,TWF FLOURS,Agriculture & AgriTech,Agricultural Supply Chain,Farm-to-Consumer Platforms
st-c-6670,REVISE,Education & EdTech,Supplementary Education,Tutoring & Coaching
st-c-6675,INFRAMANDI TECHNOLOGIES,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-6700,UKHI- HEMP FOUNDATION,Advanced Materials & Chemicals,Packaging Solutions,Sustainable/Green Packaging
st-c-9735,MindGuru,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Virtual Health Assistants
st-c-10036,QuickMetrix,Retail & Digital Commerce,Quick Commerce,Multi-category Quick Commerce
st-c-10096,Rezlytix,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-9614,Lakir Technologies,Aerospace & Defence,Aerospace & Defence Systems,Drones
st-c-10337,Tajurba,Transportation & Logistics,Transport Training & Safety,Transport Infrastructure Tech
st-c-10397,TheTeacherApp,Education & EdTech,EdTech,Educational Apps & Mobile Learning
st-c-10216,Sisir Radar,Aerospace & Defence,Aerospace & Defence Systems,Defence Equipment
st-c-10457,Tunwal E Vehicles,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-10577,White Panda,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-9554,Kalatronics,Technology & Digital Innovation,Hardware & Semiconductors,Computer Hardware
st-c-9615,Lal Sweets,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-9736,Mindra Green Energy,Energy & Utilities,Energy Technology & Innovation,Energy Analytics & Software
st-c-10097,Ricron Panel,Technology & Digital Innovation,Hardware & Semiconductors,Electronics Manufacturing
st-c-10217,SiSoC,Technology & Digital Innovation,Hardware & Semiconductors,Semiconductor
st-c-9553,KACS,Financial Services & FinTech,Financial Infrastructure,KYC & Identity Verification
st-c-10458,Turning Cloud,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-10578,White Rhino Brewing,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-10398,TheWire,Entertainment & Media,Social & Digital Media,Digital News & Information
st-c-9616,Lattice,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Implantable Devices
st-c-9555,Kalchi,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-10038,Quicksun Technologies,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-10218,Sitesoda Web Solution,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-10339,TalentDecrypt,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-10399,Thimblerr,Textiles & Apparel,Manufacturing & Supply Chain Innovation,Automated Production Systems
st-c-10459,Tusker,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10579,WhiteShark Energy,Energy & Utilities,Energy Technology & Innovation,Energy Blockchain Applications
st-c-10338,Talent 500 by ANSR,Entertainment & Media,Media Production & Distribution,Music Tech
st-c-9556,Kalvium,Education & EdTech,EdTech,E-Learning Platforms
st-c-9738,Mintbook,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10098,Riddhi Corporate,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-10099,Ridobiko Bike Rentals,Transportation & Logistics,Transportation Services,Car & Bike Rental Platforms
st-c-10039,QuickSwap,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10219,Sivi AI,Education & EdTech,Supplementary Education,Language Learning
st-c-10400,ThinkTac,Education & EdTech,EdTech,K-12
st-c-10460,TV2Z,Entertainment & Media,Entertainment Technology,Content Management Systems
st-c-10580,Whitetable.ai,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-9557,Kambala Solutions,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-9617,Lawbot,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-9739,mistEO,Financial Services & FinTech,Web3 & Emerging Tech,AI in Finance
st-c-9618,LawSikho,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10100,Ring,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10341,Talking Threads,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-10401,THIRUMALS PAPER ARIZONA PVT. LTD.,Advanced Materials & Chemicals,Packaging Solutions,Packaging Automation
st-c-10220,Skanda Life Sciences,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Biopharmaceuticals
st-c-10461,Typsy Beauty,Personal Services,Beauty & Wellness Services,Beauty Tech Solutions
st-c-9558,Kanakkupillai,Education & EdTech,Supplementary Education,Language Learning
st-c-10040,Quidich,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-10581,Whizible,Technology & Digital Innovation,Enterprise Software & Services,Productivity & Collaboration Tools
st-c-9740,Mitigata- Smart Cyber Insurance,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-9619,Laxmi India Finance,Financial Services & FinTech,Web3 & Emerging Tech,Decentralized Finance (DeFi)
st-c-10041,Quiklrn,Education & EdTech,EdTech,Educational Analytics & Assessment Tech
st-c-10101,RippleHire,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-10342,Talocity,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10221,SkillSonics India,Education & EdTech,Vocational & Skills Training,Corporate Training
st-c-10402,Thoughtle,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10462,Tzaro,Textiles & Apparel,Technical Textiles,Agro & Geotextiles
st-c-9620,Lazypay,Technology & Digital Innovation,Hardware & Semiconductors,Hardware-as-a-Service
st-c-9559,Kanerika Inc.,Technology & Digital Innovation,Data & Analytics,Predictive Analytics
st-c-10582,WhizJuniors,Education & EdTech,EdTech,K-12
st-c-10102,RIU,"Travel, Hospitality & Experiences",Hotel & Hospitality Tech,Hotel Tech & Property Management
st-c-10222,Skin Elements,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-9741,MitKat Advisory,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-10343,tanX,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10403,Threat Whisper,Technology & Digital Innovation,Cybersecurity,Compliance & Risk Management
st-c-10583,Whrrl,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-9560,Kapittx,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-9621,LCode Technologies,Financial Services & FinTech,Web3 & Emerging Tech,Embedded Finance
st-c-10042,QuoDeck,Real Estate & Construction,Flexible Space Solutions,Co-working / Managed Office Spaces
st-c-10103,Rivia.AI,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10043,Qureka,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-10223,skolaro,Education & EdTech,EdTech,E-Learning Platforms
st-c-10344,Tapprs,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-10404,Thriving Springs,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10464,Udaan Technologies,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-9561,Karabi Software,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-9622,Le 15,Telecommunications,Telecom Infrastructure,Open RAN & Virtualized Networks
st-c-9743,Mobilous,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-10044,R L Fine Chem,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Drug Delivery Systems
st-c-10104,Riyaz,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10224,SkoolBeep,Education & EdTech,EdTech,K-12
st-c-10345,Tarnea Technology Services,Retail & Digital Commerce,Retail Technology,Omnichannel Retail Solutions
st-c-10405,Thryve Digital,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-10465,udChalo,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-10585,Wild Water,Food & Beverage,Beverages,Brewing & Distilling
st-c-9562,Karadi Path,Education & EdTech,Supplementary Education,Language Learning
st-c-10584,wikicious,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-9623,Leadzen.ai,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-10045,Ra Quotes,Technology & Digital Innovation,Artificial Intelligence,Conversational AI & Chatbots
st-c-10105,RNFI Services Private Limited,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-9744,Mobirapid,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-10225,Sky Broking,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-10346,Tattvalogy,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-10406,Thynk Media,Entertainment & Media,Entertainment Technology,Content Management Systems
st-c-10586,Wimera,Technology & Digital Innovation,Data & Analytics,Predictive Analytics
st-c-9563,KareXpert Technologies Pvt. Ltd.,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Health Analytics & AI
st-c-9624,Leafy Island,Consumer Goods & Services,Household Products,Gardening & Outdoor Products
