startt-ppa-id,personalInformation_name,company,designation,period
,Sahil Jain,Swiggy,Vice President,Jul 2022 - Jul 2024
,Sahil Jain,Dineout,Co-Founder,Feb 2012 - Jul 2024
,Sahil Jain,Nextag,Senior Marketing Analyst,Jun 2011 - Feb 2012
,Sahil Jain,Mu Sigma,Associate Manager,Dec 2009 - Feb 2011
,Sahil Jain,Sony Entertainment Television,Summer Trainee,Apr 2008 - Jun 2008
,Sahil Jain,Sasken Communication Technologies Ltd.,Software Engineer,Jul 2006 - May 2007
,Samir Sood,Venture Highway LLP,"Founder, All Things Business & Chief Believer",Jan 2014 - Present
,Samir Sood,YPO,Member and Board Member,Jan 2013 - Present
,Samir Sood,India Forge and Drop Stampings LTD,Director & Fire Fighter,Jan 2010 - Present
,Samir Sood,Google Inc.,Head of Corporate Development - South Asia & Oceania,Dec 2005 - Jan 2010
,Samir Sood,"Cisco Systems, Inc.","Acquisitions, Investments, Strategy",Sep 2003 - Dec 2005
,Samir Sood,Microsoft,Marketing Manager,Jan 2002 - Jul 2003
,Samir Sood,Dell,Marketing Intern,Jun 2000 - Aug 2000
,Samir Sood,India Forge & Drop Stampings Ltd,Executive Director,Dec 1996 - Sep 1999
,Samir Sood,Lehman Brothers,Analyst,Jun 1994 - Dec 1996
,Samrath Bedi,Forest Essentials,Executive Director, - 
,Sanjay Baweja,Self-employed,"Senior Business and Finance leader, Turnaround specialist; Board member",Apr 2024 - Present
,Sanjay Baweja,OnMobile Global Limited,Managing Director & Global CEO,Jun 2020 - Mar 2024
,Sanjay Baweja,Bhartiya Group,Group President,Oct 2017 - Feb 2020
,Sanjay Baweja,Suzlon Group,Chief Financial Officer,Jan 2017 - Oct 2017
,Sanjay Baweja,Flipkart,Chief Financial Officer,Nov 2014 - Dec 2016
,Sanjay Baweja,TATA Communications Ltd. (fka VSNL),Chief Financial Officer,Jan 2009 - Nov 2014
,Sanjay Baweja,Emaar MGF Land Pvt. Ltd.,Chief Financial Officer,Sep 2005 - Jan 2009
,Sanjay Baweja,Emaar MGF Land Limited,Chief Financial Officer,Jan 2005 - Dec 2009
,Sanjay Baweja,Bharti Airtel Limited,Chief Financial Officer - North,Jan 2001 - Dec 2005
,Sanjay Baweja,Xerox Modicorp,Associate director,Jan 1998 - Dec 2001
,Sanjay Baweja,Modi Xerox Limited,Associate Director,Jan 1987 - Jan 2000
,Sanjay Baweja,Xerox,Associate director - Corp Finance,Jan 1988 - Dec 2000
,Sanjay Baweja,Digital Equipment Corporation,Corporate Controller,Mar 1994 - Feb 1996
,Sanjay Baweja,BILT,Executive,Jan 1985 - Dec 1987
,Sanjay Baweja,walker chandiok & associates,Senior Audit assistant,Jan 1984 - Dec 1985
,Sanjay Malaviya,Zamit UK,Advisor,Jul 2020 - Present
,Sanjay Malaviya,Planet EDU,Non Executive Director & Advisor,Aug 2001 - Present
,Sanjay Malaviya,"QAI-Qualifications and Assessments International, UK",Non-executive Director & Advisor,Jan 2012 - Present
,Sanjay Malaviya,The Future Foundation,Mg. Trustee,Jan 2016 - Present
,Sanjay Malaviya,Planet ConvEx,Founder & Chief Executive,Jan 1986 - Aug 2001
,Sanjay Shah,Wadhwani Foundation,Chief Operating Officer,Sep 2021 - Present
,Sanjay Shah,iManage,Managing Director for Asia,Mar 2019 - Jul 2021
,Sanjay Shah,Instavans,"Founder, CTO, Product Strategy",Jan 2015 - Feb 2019
,Sanjay Shah,Schneider Electric/Invensys Skelta,"Managing Director, Invensys Skelta",Jan 2014 - Dec 2014
,Sanjay Shah,Skelta Software,CEO,Sep 2004 - Apr 2010
,Sanjay Shah,"Everest Software, Inc.","Founder, Managing Director and VP, Engineering",Jan 1994 - Dec 2004
,Sanjay Shah,Accel Computers,Founder and Vice President,Jan 1990 - Dec 1994
,Sasha Mirchandani,Kae Capital,Founder & Managing Director,Sep 2011 - Present
,Sasha Mirchandani,Mumbai Angels,Co-founder,Jan 2006 - Present
,Sasha Mirchandani,BlueRun Ventures,Managing Director â€“ India,Jan 2007 - Dec 2010
,Sasha Mirchandani,Deeya Energy,Head of Corporate Affairs,Jan 2007 - Dec 2010
,Sasha Mirchandani,Mirc Electronics,Head of Corporate Affairs and New Business,Jan 2005 - Dec 2007
,Sasha Mirchandani,Imercius Technologies,CEO and Founder,Jan 2004 - Dec 2006
,Sasha Mirchandani,Cocoon Ventures,Founder & CEO,Jan 2000 - Jan 2004
,Shaival Desai,Petpooja,Chief Growth Officer,Jan 2016 - Present
,Shaival Desai,Orios Venture Partners,Analyst,Nov 2015 - Jan 2016
,Shaival Desai,Fresco Farms,CEO,Oct 2014 - Jan 2016
,Shaival Desai,Mayur Desai Family Office,Research Analyst,Nov 2013 - Jan 2016
,Shamik Sharma,Atlassian,Head of Product for Atlassian Enterprise Service Management,Jan 2024 - Present
,Shamik Sharma,cure.fit (cult.fit),Co-founder and GM of cult.sport,Aug 2018 - Dec 2023
,Shamik Sharma,"Investor, Advisor, Board Member",nan,Sep 2017 - Dec 2023
,Shamik Sharma,Myntra Designs Private Limited,Chief Technology and Product Officer,Sep 2012 - Dec 2017
,Shamik Sharma,Lytro Inc.,V.P. of Software,Apr 2011 - May 2012
,Shamik Sharma,RockYou,"SVP of Engineering, Co-CEO",Dec 2007 - Mar 2011
,Shamik Sharma,StumbleUpon,VP Engineering,Oct 2009 - Jul 2010
,Shamik Sharma,Yahoo!,Director of Engineering,Jan 2006 - Dec 2007
,Shamik Sharma,Confluent Software / Oblix,"Co-Founder, Chief Architect",Jan 2002 - Apr 2005
,Shamik Sharma,HP,Architect & Research Scientist,Jan 1998 - Jan 2002
,Shivashish Chatterjee,NYU Langone Health,Member Board of Overseers,Jan 2023 - Present
,Shivashish Chatterjee,DMI Finance Private Limited,Co-Founder/Joint Managing Director,Oct 2008 - Present
,Shivashish Chatterjee,Citigroup,Managing Director,Jan 1996 - Dec 2008
,Shravan Shroff,ESOP Dhan,Co-Founder,Aug 2022 - Present
,Shravan Shroff,Dxb Entertainments PJSC,Non Executive Independent Board Member,Jun 2016 - Sep 2022
,Shravan Shroff,VentureNursery Advisors LLP,Co-Founder,Apr 2012 - Jul 2022
,Shravan Shroff,Fame India Ltd (Formerly Shringar Cinemas Ltd),Former Owner and Founder,Jan 1999 - Feb 2011
,Shuchi Kothari,DSP Group Family Office,Director,Jan 2022 - Present
,Shuchi Kothari,Health & Glow Pvt Ltd,Director,Feb 2015 - Jun 2023
,Shuchi Kothari,"Porte Mode, Inc.",Co-Founder,Apr 2013 - Dec 2018
,Shuchi Kothari,"Moda Operandi, Inc",Summer Internship,Jun 2012 - Aug 2012
,Shuchi Kothari,Globus Stores Pvt Ltd,"Assistant Manager, Offer Management Buying, F21 Ladies",Sep 2008 - Mar 2011
,Siddharth Anand,Qualitest,Vice President,Apr 2021 - Present
,Siddharth Anand,QA InfoTech,"Vice President, Quality Engineering and Client Engagements",May 2006 - Apr 2021
,Siddharth Shah,API Holdings,Co Founder & CEO,Jun 2020 - Present
,Siddharth Shah,PharmEasy,Co-Founder,Mar 2015 - Present
,Siddharth Shah,Ascent Health,Co-Founder & CEO,Aug 2013 - Present
,Siddharth Shah,DIAL HEALTH CARE INDIA PRIVATE LIMITED,Co-Founder,Jun 2012 - Jan 2015
,Siddharth Shah,Goldman Sachs,"Summer Analyst, Investment Banking",Apr 2011 - Jun 2011
,Siddharth Menon,Tegro,Founding Contributor,Feb 2022 - Present
,Siddharth Menon,CropBytes,Strategic Advisor,Jan 2018 - Present
,Siddharth Menon,WazirX,"Founder | CBO, COO",Nov 2017 - Present
,Siddharth Menon,Crowdfire,"Co Founder, Product and Designs",Oct 2013 - Feb 2022
,Siddharth Menon,Binance,WazirX India COO,Nov 2019 - Dec 2021
,Siddharth Menon,Justmigrate,Co founder,Jan 2013 - Apr 2014
,Siddharth Menon,3CRUMBS,Co Founder,Jan 2011 - Oct 2013
,Siddharth Menon,Borget Solutions,Co Founder,Apr 2006 - Apr 2013
,Siddharth Menon,vTalk2.com,Founder,Feb 2004 - Mar 2007
,Siddharth Somaiya,Somaiya Vidyavihar University,"Chairman, BoS, Dr. Shantlal K. Somaiya School of Art; Member of the Expert Committee; Co-creator of IMMERSE Residency & Fellowship; Member of the Governing Council and Academic Advisory Board, Somaiya Sports Academy",Jan 2016 - Present
,Siddharth Somaiya,riidl,Advisory Board & Investment Committee Member,Jan 2020 - Present
,Siddharth Somaiya,Multiple Companies,Angel Investor,Sep 2015 - Present
,Siddharth Somaiya,Organic Riot,Founder & CEO,Apr 2018 - Apr 2023
,Siddharth Somaiya,Godavari Biorefineries Limited,nan, - 
,Siddharth Somaiya,Marketing Manager & Business Development at an unnamed company,Marketing Manager & Business Development,Sep 2012 - Apr 2018
,Siddharth Somaiya,KRIZIA SpA,Designer,Jun 2012 - Sep 2012
,Siddharth Somaiya,GIORGETTI Spa,Designer,Mar 2012 - Jun 2012
,Siddharth Somaiya,Limn,Graphic Design Intern,Jun 2011 - Feb 2012
,Sidharth Chaudhary,KAUTILYA INDUSTRIES PVT LTD,Owner,May 1996 - Present
,Sneha Jain,WealthTrust Capital Services,Partner & CEO,Jul 2015 - Present
,Sneha Jain,ASHNNI,Board Member,Sep 2023 - Present
,Sneha Jain,HSBC Global Asset Management,AVP: Product Strategy and Development,Sep 2011 - Jul 2015
,Sneha Jain,PGIM,Product Manager,Dec 2010 - Aug 2011
,Sreeraman Mohan Girija,Fynd (Shopsense Retail Technologies Ltd.),Co-founder,Sep 2012 - Present
,Sreeraman Mohan Girija,Logoraman,Founder Designer,Jan 2004 - Sep 2012
,Sreeraman Mohan Girija,PaGaLGuY,UI/Graphic Designer,Jan 2010 - Jul 2012
,Sreeraman Mohan Girija,Infosys Technologies Limited,Systems Engineer Trainee,Oct 2009 - Dec 2009
,Subramanya S V,Fisdom,Cofounder,Jun 2015 - Present
,Subramanya S V,Bessemer Venture Partners,Managing Director,Mar 2007 - Jun 2015
,Subramanya S V,KPMG Advisory,Consultant,Jan 2004 - Dec 2006
,Sumit Agarwal,Vyapar Tech Solutions,Founder,Oct 2016 - Present
,Sumit Agarwal,Spoyl,CTO,Sep 2015 - Oct 2016
,Sumit Agarwal,Intuit India,Senior Development Manager,Feb 2013 - Sep 2015
,Sumit Agarwal,Intuit,Senior Software Engineer,Aug 2007 - Feb 2013
,Sumit Gwalani,epiFi,Co-Founder,Feb 2019 - Present
,Sumit Gwalani,Google India,"Director, Product Management, Google Pay, Next Billion Users at Google India",Dec 2009 - Jan 2019
,Sumit Gwalani,Google,Information Security Engineer,Aug 2006 - Dec 2010
,Sumit Gwalani,Trlokom,Software Architect,Jul 2003 - Jul 2006
,Suumit Shah,DukaanÂ®,Founder,May 2020 - Present
,Suumit Shah,Rankz.io,Founder,Dec 2018 - Present
,Suumit Shah,Risemetric,Founder,Nov 2014 - Oct 2018
,Suumit Shah,TinyOwl,Digital Marketing Manager,Dec 2013 - Dec 2014
,Suumit Shah,Housing.com,Digital Marketing Manager,Mar 2014 - Nov 2014
,Sunil Kamath,Early Hustle Ventures,Founder and Partner,Apr 2262 - Present
,Sunil Kamath,Ortella Global Capital (OG Capital),Limited Partner,Nov 2024 - Present
,Sunil Kamath,FortyTwo.VC,Limited Partner,Jul 2022 - Present
,Sunil Kamath,We Founder Circle,Venture Partner,May 2024 - Dec 2024
,Sunil Kamath,Koo India,CBO,Jun 2022 - Mar 2023
,Sunil Kamath,Play Magnus AS,Regional Vice President - APAC,Sep 2020 - Feb 2022
,Sunil Kamath,ShareChat,Chief Business Officer,Nov 2017 - Apr 2020
,Sunil Kamath,Opera Software AS,nan, - 
,Sunil Kamath,Obopay,AVP - Business Development,Apr 2007 - May 2010
,Sunil Kamath,OnMobile,Senior Manager - Product Management,Jan 2005 - Dec 2007
,Sunil Kamath,Hughes India,Product manager - satellite services,Jan 2003 - Dec 2005
,Sunil Kamath,Reliance Infocom,Executive,Jan 2001 - Dec 2003
,Sunil Kamath,Comsat Max Ltd,Network Engineer,Jan 1999 - Dec 2000
,Sushant Kumar,KalpÄ Impact,Founder and CEO,Nov 2024 - Present
,Sushant Kumar,Omidyar Network India,"Director, Strategy, Impact and Sustainable Living",Jul 2023 - Present
,Sushant Kumar,Meridia,Board Member,Aug 2022 - Nov 2023
,Sushant Kumar,Omidyar Network,Director,Sep 2017 - Oct 2023
,Sushant Kumar,India Urban Data Exchange (IUDX),Member of the Board of Advisors,Jun 2020 - Aug 2023
,Sushant Kumar,World Economic Forum,"Member, Network of Global Future Councils",Oct 2019 - Feb 2022
,Sushant Kumar,LiveMint,Columnist,Nov 2019 - Jul 2021
,Sushant Kumar,Accenture Strategy,Principal,Aug 2011 - Aug 2017
,Sushant Kumar,London Business School Consulting Team,Partner,Jun 2010 - Aug 2010
,Sushant Kumar,GSM Association,Strategy Associate,Jan 2010 - Dec 2010
,Sushant Kumar,Capgemini Invent,Strategy Consultant,Jan 2007 - Jun 2009
,Sushant Kumar,Evalueserve,Business Analyst,Jan 2005 - Dec 2007
,Swati Mohan,Consumer Tech,Independent Advisor & Investor,Jan 2021 - Present
,Swati Mohan,GrowthXÂ®,Program Director,Nov 2022 - Present
,Swati Mohan,UFO Moviez India Limited,Independent Director,Jun 2022 - Present
,Swati Mohan,Heads Up For Tails,Chief Business Officer,Sep 2021 - May 2022
,Swati Mohan,Netflix,Head of Marketing,Jul 2018 - Jan 2021
,Swati Mohan,National Geographic Channel - India,Country General Manager,Apr 2015 - Jun 2018
,Swati Mohan,GroupM,Vice President & Head of Content,Feb 2010 - Mar 2015
,Swati Mohan,Ogilvy & Mather,Director & Head of Content (Mindshare),Feb 2007 - Feb 2010
,Tarun Katial,coto,Founder and CEO,Jun 2021 - Present
,Tarun Katial,ZEE5,Founder CEO ZEE5 India,Nov 2016 - Dec 2020
,Tarun Katial,Internet and Mobile Association of India,Chairman DEC,May 2020 - Nov 2020
,Tarun Katial,BIG FM,Founder CEO,Feb 2006 - May 2018
,Tarun Katial,Sony Pictures Entertainment,Business Head & Executive Vice President - Sony Entertainment Television,Jan 2004 - Feb 2006
,Tarun Katial,Disney Star,Head of Channels for STAR India,Jul 1999 - Dec 2003
,Tarun Katial,Ogilvy & Mather,Business Partner,Jan 1998 - Jun 1999
,Tarun Katial,Enterprise Nexus Lowe,Media Planner,Jan 1997 - Dec 1997
,Tarun Mehta,Ather Energy,Co-founder & CEO,Feb 2013 - Present
,Tarun Mehta,Ashok Leyland,Deputy Manager,Aug 2012 - Feb 2013
,Tarun Mehta,BHEL (Bharat Heavy Electricals Ltd),Intern,Jan 2011 - Jun 2011
,Tarun Mehta,"C-TIDES, Entrepreneurship Cell IIT Madras",Student President,May 2009 - Jan 2011
,Tarun Mehta,"Mercedes Benz Research and Development, India",Intern,May 2010 - Jul 2010
,Tarun Mehta,National Institute of Design,Intern,Jun 2009 - Jul 2009
,Tharun Dhariwal,Big Bang Boom Solutions Private Limited,Director,Sep 2023 - Present
,Tharun Dhariwal,Dhariwal Ventures,Founder & Managing Director,Aug 2014 - Present
,Tharun Dhariwal,Tharun Dhariwal & Associates,Managing Partner,Apr 2014 - Present
,Tharun Dhariwal,Mumbai Angels Network,Angel Investor,Feb 2018 - Present
,Tharun Dhariwal,Rooter.gg,Investor,Aug 2018 - Present
,Tharun Dhariwal,InfinityX Innovations,Investor,Apr 2022 - Present
,Tharun Dhariwal,Chai Waale,Director of Investor Relations,Apr 2019 - Present
,Tharun Dhariwal,Aflog - Content Marketplace,Investor,Oct 2019 - Present
,Tharun Dhariwal,LeanKloud Solutions Private Limited,Investor,Mar 2020 - Present
,Tharun Dhariwal,JITO INCUBATION & INNOVATION FOUNDATION,Angel Investor & Member,Jul 2017 - Present
,Tharun Dhariwal,BharatPe,Investor,Oct 2017 - Nov 2021
,Tharun Dhariwal,DHARIWAL MANAGEMENT SERVICE,Company Owner,Apr 2015 - Jul 2021
,Tharun Dhariwal,Keiretsu Forum,Member, - 
,Tharun Dhariwal,JITO Professional Forum,Executive Vice President,Feb 2018 - Jan 2020
,Uday Punj,Chimes Group,Managing Director,Apr 2006 - Present
,Uday Punj,Chimes Aviation Private Limited,Director and Principal Shareholder,Jul 2007 - Present
,Uday Punj,Petro IT Global,Director,Aug 2004 - Present
,Uday Punj,Dauble Pte Ltd,Founder,Oct 2016 - Sep 2018
,Uday Punj,Bistro Hospitality Limited,Director and Principal Officer,Jun 1996 - Dec 2005
,Uday Punj,Punj Lloyd,Director,Jan 1987 - Dec 2005
,Uday Punj,Spectranet Ltd.,Director,Jan 1999 - Dec 2003
,Uday Punj,BuyAsOne.Com,Investor,Jan 2000 - Dec 2001
,Uday Punj,Punjstar Industries Private Limited,Managing Director and Principal Officer,May 1987 - Nov 1989
,Venkatraman Balakrishnan,Billion loans Financial Services Private Limited,Chairman Of The Board,Jul 2017 - Present
,Venkatraman Balakrishnan,ICT Academy of Tamil Nadu,Independent Director,Jan 2013 - Present
,Venkatraman Balakrishnan,Kaar Technologies,Independent Director,Oct 2015 - Present
,Venkatraman Balakrishnan,Realtime Taxsutra Services Private Limited,Independent Director,Mar 2015 - Present
,Venkatraman Balakrishnan,Clonect Solutions Private Limited,Independent Director,Dec 2014 - Present
,Venkatraman Balakrishnan,Avekshaa Technologies,Independent Director,Nov 2014 - Present
,Venkatraman Balakrishnan,On my own,Chairman - Exfinity Technology Fund,Jan 2014 - Present
,Venkatraman Balakrishnan,Micrograam Marketplace,Independent Director,Apr 2013 - Present
,Venkatraman Balakrishnan,Tejas Networks,Independent Director,Nov 2009 - Apr 2022
,Venkatraman Balakrishnan,Infosys Technologies Limited,Member of the Board,Jun 2011 - Dec 2013
,V. Shankar,Computer Age Management Services Pvt. Ltd.,Founder (Now Exited),Mar 1988 - Present
,V. Shankar,Acsys Investments Pvt. Ltd.,Director,Apr 1990 - Present
,V. Shankar,The Chennai Angels,Board Member,Jan 2013 - Present
,V. Shankar,Mohan Diabetes Research Foundation,Board Member,Aug 2022 - Present
,V. Shankar,IIT Madras Alumni Charitable Trust,Trustee and Chair,May 2019 - Present
,V. Shankar,Madras Management Association,Board Member,Jul 2019 - Present
,V. Shankar,IIT Madras Research Park,Board Member at IIT Madras Incubator,Sep 2018 - Present
,V. Shankar,IIM Calcutta Innovation Park,Board Member,Jun 2019 - Jun 2022
,V. Shankar,CreditMantri,Board Member,May 2017 - Dec 2020
,V. Shankar,TiE Chennai,"President, TIE Chennai",Jun 2017 - May 2019
,V. Shankar,Equitas Micro Finance India Pvt Ltd,Board Member,Oct 2009 - May 2016
,V. Shankar,Pond's India Limited,Sales Manager,Jun 1983 - Dec 1987
,Venkatesh Sarvasiddhi,Panacea Biotec,Non-Executive Independent Director,Feb 2025 - Present
,Venkatesh Sarvasiddhi,Springer Nature Group,Managing Director,Sep 2021 - Present
,Venkatesh Sarvasiddhi,National Skill Development Corporation,"Senior Head- Digital Skills, Innovation, Partnerships & CSR",Sep 2019 - Sep 2021
,Venkatesh Sarvasiddhi,Deloitte,Country Director,Nov 2018 - Sep 2019
,Venkatesh Sarvasiddhi,Microsoft,Head- Academic Initiatives & Microsoft Innovation Center,Sep 2008 - Sep 2018
,Venkatesh Sarvasiddhi,Polaris Software Labs,Assistant Vice President-Corporate Marketing,Jun 2007 - Sep 2008
,Venkatesh Sarvasiddhi,HCL Technologies,Head Direct Marketing,Jun 2005 - Jun 2007
,Venkatesh Sarvasiddhi,Birlasoft (India) Limited,Global Business Development Manager,Dec 2002 - Jun 2005
,Venkatesh Vijayaraghavan,TTK Prestige Ltd,Managing Director & CEO,Jan 2024 - Present
,Venkatesh Vijayaraghavan,CavinKare,CEO & Director,Apr 2018 - Aug 2023
,Venkatesh Vijayaraghavan,Airtel,CEO (Andhra Pradesh & Telangana),Jan 2003 - Mar 2018
,Vibhu Garg,Risor,Co-Founder,Jan 2021 - Present
,Vibhu Garg,Unicommerce,Co-Founder,Feb 2012 - Aug 2017
,Vibhu Garg,iXiGO.com,Product Lead,Jan 2007 - Mar 2010
,Vibhu Garg,Headstrong,Senior Software Engineer,Jan 2006 - Nov 2006
,Vibhu Garg,Infosys,Software Engineer,Aug 2004 - Jan 2006
,Vignesh Ramanujam,The Happy Company,Co-Founder & CEO,Jan 2024 - Present
,Vignesh Ramanujam,Lok Capital,Partner,Jan 2021 - Dec 2024
,Vignesh Ramanujam,Various,Investor,Jan 2018 - Dec 2024
,Vignesh Ramanujam,TEDxDharamshala,Speaker,Jan 2017 - Dec 2017
,Vignesh Ramanujam,Currency X,Founder,Nov 2014 - May 2016
,Vignesh Ramanujam,Macquarie Group,"FICC, Equities & Capital Markets",Jan 2012 - Dec 2012
,Vignesh Ramanujam,EY,Transaction Advisory Services,Jan 2010 - Dec 2010
,Vijay Rajagopal,Amazon Web Services (AWS),"Head, Go-to-Market, BFSI & Fintech",Dec 2024 - Present
,Vijay Rajagopal,Amazon,"Head, Amazon Pay, Payments Business @ Merchants",Jul 2021 - Jan 2025
,Vijay Rajagopal,Zolve,Founding Leader and Chief Operating Officer,Jun 2020 - Jan 2021
,Vijay Rajagopal,Quess Corp Limited,Director - Fin-tech & Strategy,Jun 2019 - Jun 2020
,Vijay Rajagopal,PayPal,Head - Strategy & Operations,Jan 2017 - Jun 2019
,Vijay Rajagopal,Zeta,Founding Leader & National Head,May 2015 - Jan 2017
,Vijay Rajagopal,Peepul Capital,Investment Manager,Nov 2010 - May 2015
,Vijay Rajagopal,Aavishkaar Venture Management Services,Investment Manager,Jun 2007 - Jul 2009
,Vijay Rajagopal,Tata Strategic Management Group,Associate Consultant,May 2005 - Apr 2007
,Vijay Rajagopal,Cognizant Technology Solutions,Programmer Analyst,Jul 2002 - Jun 2003
,Vikas Khemani,Carnelian Asset Management and Advisors Pvt Ltd,Founder & CIO,May 2019 - Present
,Vikas Khemani,Edelweiss Capital,President,Jan 2002 - Oct 2018
,Vikas Khemani,Edelweiss Securities Ltd,President & CEO,Jan 2002 - Oct 2018
,Vikas Khemani,Edelweiss Securities Ltd.,EVP,Jan 2002 - Jun 2014
,Vikas Khemani,ICICI Securities,AVP,Jan 1999 - Dec 2002
,Vikas Khemani,Lodha & Co,Article Clerk,Jan 1996 - Dec 1998
,Vinay Bansal,Physis Capital,Partner,Apr 2022 - Present
,Vinay Bansal,Inflection Point Ventures,Founder and Board Chairman,Jan 2020 - Present
,Vinay Bansal,TPG Global,Senior Advisor,Jul 2016 - Jan 2020
,Vinay Bansal,Wildcraft India,CFO & CIO,Dec 2014 - Jun 2016
,Vinay Bansal,GE,"CFO - Manufacturing, Supply Chain & Sourcing, GE South Asia",Jul 2009 - Dec 2014
,Vinay Bansal,GE Energy,"Leader, Financial Planning and Analysis, South Asia",Jul 2010 - Jan 2013
,Vinay Bansal,Hindustan Lever Limited,"Sourcing leader, Packaging material, HPC â€“ Unilever HQ, India",Jun 2003 - Dec 2004
,Vinay Bansal,Factory Commercial Manager,nan,Jan 2001 - May 2003
,Vishal Chaudhary,Zetwerk,Co-Founder,Jun 2018 - Present
